,frame_no,x,y,w,h
945,2105,1770,809,180,180
946,2105,1541,1083,180,180
947,2105,3034,1349,180,180
948,2105,2668,1804,180,180
949,2105,2216,1197,180,180
950,2105,1537,1317,180,180
951,2105,2104,436,180,180
952,2106,2104,436,180,180
953,2106,1788,1479,180,180
954,2106,1803,803,180,180
955,2106,1830,1670,180,180
956,2106,3034,1349,180,180
957,2106,2668,1804,180,180
958,2106,2223,1204,180,180
959,2106,1542,1323,180,180
960,2106,1536,1085,180,180
961,2107,2104,436,180,180
962,2107,3034,1349,180,180
963,2107,1830,1670,180,180
964,2107,1536,1085,180,180
965,2107,1547,1329,180,180
966,2107,2668,1804,180,180
967,2107,2241,1216,180,180
968,2108,2104,435,180,180
969,2108,2250,1222,180,180
970,2108,3031,1349,180,180
971,2108,1831,1670,180,180
972,2108,1549,1331,180,180
973,2108,1536,1085,180,180
974,2108,2668,1804,180,180
975,2109,3168,1213,180,180
976,2109,2104,435,180,180
977,2109,2283,1224,180,180
978,2109,3034,1344,180,180
979,2109,1830,1670,180,180
980,2109,1544,1335,180,180
981,2109,1536,1085,180,180
982,2109,2668,1804,180,180
983,2109,1958,758,180,180
984,2110,1794,1486,180,180
985,2110,2320,1228,180,180
986,2110,3031,1345,180,180
987,2110,1537,1341,180,180
988,2110,1830,1670,180,180
989,2110,1536,1085,180,180
990,2110,2668,1804,180,180
991,2110,2104,436,180,180
992,2111,2096,454,180,180
993,2111,2363,1223,180,180
994,2111,2076,716,180,180
995,2111,1830,1670,180,180
996,2111,1536,1085,180,180
997,2111,2668,1804,180,180
998,2111,1535,1349,180,180
999,2111,3031,1345,180,180
1000,2112,1795,1486,180,180
1001,2112,1830,1670,180,180
1002,2112,2101,490,180,180
1003,2112,2410,1211,180,180
1004,2112,1534,1351,180,180
1005,2112,3031,1345,180,180
1006,2112,2096,691,180,180
1007,2112,1536,1085,180,180
1008,2112,2668,1804,180,180
1009,2113,2443,1202,180,180
1010,2113,2123,657,180,180
1011,2113,3031,1345,180,180
1012,2113,1830,1670,180,180
1013,2113,1536,1085,180,180
1014,2113,1534,1357,180,180
1015,2113,2668,1804,180,180
1016,2114,1796,1485,180,180
1017,2114,2145,624,180,180
1018,2114,2481,1189,180,180
1019,2114,1830,1670,180,180
1020,2114,1536,1085,180,180
1021,2114,1534,1357,180,180
1022,2114,2668,1804,180,180
1023,2114,3043,1337,180,180
1024,2114,2104,530,180,180
1025,2115,1796,1485,180,180
1026,2115,2145,624,180,180
1027,2115,3156,1258,180,180
1028,2115,2503,1182,180,180
1029,2115,1830,1670,180,180
1030,2115,1534,1357,180,180
1031,2115,1536,1085,180,180
1032,2115,2668,1804,180,180
1033,2115,3043,1337,180,180
1034,2115,2103,533,180,180
1035,2116,2142,620,180,180
1036,2116,1796,1487,180,180
1037,2116,2668,1804,180,180
1038,2116,1830,1670,180,180
1039,2116,1536,1085,180,180
1040,2116,1534,1357,180,180
1041,2116,2530,1171,180,180
1042,2116,3043,1337,180,180
1043,2116,2103,532,180,180
1044,2117,1796,1488,180,180
1045,2117,1831,1670,180,180
1046,2117,2548,1164,180,180
1047,2117,1536,1085,180,180
1048,2117,2668,1804,180,180
1049,2117,1534,1357,180,180
1050,2117,2143,616,180,180
1051,2117,3044,1336,180,180
1052,2118,2104,539,180,180
1053,2118,2549,1164,180,180
1054,2118,1831,1670,180,180
1055,2118,1536,1085,180,180
1056,2118,2668,1804,180,180
1057,2118,1534,1357,180,180
1058,2118,3043,1336,180,180
1059,2118,2145,619,180,180
1060,2119,2104,545,180,180
1061,2119,2549,1164,180,180
1062,2119,1831,1670,180,180
1063,2119,1811,1491,180,180
1064,2119,1534,1357,180,180
1065,2119,1536,1085,180,180
1066,2119,2668,1804,180,180
1067,2119,3044,1336,180,180
1068,2119,2148,616,180,180
1069,2120,2150,617,180,180
1070,2120,1822,1490,180,180
1071,2120,2549,1164,180,180
1072,2120,1831,1670,180,180
1073,2120,2668,1804,180,180
1074,2120,1536,1085,180,180
1075,2120,3057,1331,180,180
1076,2120,1534,1357,180,180
1077,2121,3156,1280,180,180
1078,2121,1823,1490,180,180
1079,2121,2163,622,180,180
1080,2121,1536,1085,180,180
1081,2121,2550,1164,180,180
1082,2121,3057,1331,180,180
1083,2121,2668,1804,180,180
1084,2121,2095,537,180,180
1085,2121,1534,1357,180,180
1086,2121,1831,1670,180,180
1087,2122,2089,527,180,180
1088,2122,3157,1286,180,180
1089,2122,1824,1490,180,180
1090,2122,2554,1163,180,180
1091,2122,1534,1357,180,180
1092,2122,1831,1670,180,180
1093,2122,1536,1085,180,180
1094,2122,2668,1804,180,180
1095,2122,3057,1330,180,180
1096,2122,2176,618,180,180
1097,2123,2201,606,180,180
1098,2123,1825,1490,180,180
1099,2123,1831,1670,180,180
1100,2123,1534,1357,180,180
1101,2123,2668,1804,180,180
1102,2123,1536,1085,180,180
1103,2123,3057,1330,180,180
1104,2123,2561,1158,180,180
1105,2124,1825,1490,180,180
1106,2124,2568,1156,180,180
1107,2124,1831,1670,180,180
1108,2124,1536,1085,180,180
1109,2124,2668,1804,180,180
1110,2124,1535,1357,180,180
1111,2124,2068,517,180,180
1112,2124,3056,1330,180,180
1113,2124,2228,602,180,180
1114,2125,2668,1804,180,180
1115,2125,2049,511,180,180
1116,2125,1831,1670,180,180
1117,2125,1534,1357,180,180
1118,2125,3056,1331,180,180
1119,2125,1536,1085,180,180
1120,2125,2570,1156,180,180
1121,2126,2288,548,180,180
1122,2126,1825,1489,180,180
1123,2126,1536,1085,180,180
1124,2126,3055,1331,180,180
1125,2126,2668,1804,180,180
1126,2126,1534,1357,180,180
1127,2126,2036,504,180,180
1128,2126,2570,1156,180,180
1129,2126,1831,1670,180,180
1130,2127,2011,496,180,180
1131,2127,3162,1311,180,180
1132,2127,1825,1490,180,180
1133,2127,2310,509,180,180
1134,2127,3055,1331,180,180
1135,2127,1831,1670,180,180
1136,2127,1536,1085,180,180
1137,2127,1534,1357,180,180
1138,2127,2668,1804,180,180
1139,2127,2570,1156,180,180
1140,2128,1825,1490,180,180
1141,2128,2335,457,180,180
1142,2128,1996,474,180,180
1143,2128,3055,1331,180,180
1144,2128,1536,1085,180,180
1145,2128,1831,1670,180,180
1146,2128,1534,1357,180,180
1147,2128,2668,1804,180,180
1148,2128,2570,1156,180,180
1149,2129,1826,1489,180,180
1150,2129,1536,1085,180,180
1151,2129,1988,462,180,180
1152,2129,2570,1156,180,180
1153,2129,2668,1804,180,180
1154,2129,2337,401,180,180
1155,2129,3055,1330,180,180
1156,2129,1831,1670,180,180
1157,2129,1534,1357,180,180
1158,2130,1826,1489,180,180
1159,2130,2589,1157,180,180
1160,2130,3054,1330,180,180
1161,2130,1536,1085,180,180
1162,2130,1534,1357,180,180
1163,2130,1831,1670,180,180
1164,2130,2668,1804,180,180
1165,2130,2331,395,180,180
1166,2130,1982,444,180,180
1167,2131,1825,1489,180,180
1168,2131,2611,1157,180,180
1169,2131,3054,1330,180,180
1170,2131,1531,1357,180,180
1171,2131,1536,1085,180,180
1172,2131,1831,1670,180,180
1173,2131,1968,428,180,180
1174,2131,2668,1804,180,180
1175,2131,2347,381,180,180
1176,2132,2350,381,180,180
1177,2132,1956,403,180,180
1178,2132,2641,1169,180,180
1179,2132,3051,1331,180,180
1180,2132,1531,1357,180,180
1181,2132,1536,1085,180,180
1182,2132,1831,1670,180,180
1183,2132,2668,1804,180,180
1184,2132,1825,1489,180,180
1185,2133,1825,1490,180,180
1186,2133,2668,1171,180,180
1187,2133,1940,390,180,180
1188,2133,3050,1332,180,180
1189,2133,1536,1085,180,180
1190,2133,1831,1670,180,180
1191,2133,1532,1356,180,180
1192,2133,2668,1804,180,180
1193,2133,2350,377,180,180
1194,2134,2361,370,180,180
1195,2134,1927,370,180,180
1196,2134,2675,1178,180,180
1197,2134,3054,1330,180,180
1198,2134,1536,1085,180,180
1199,2134,1831,1670,180,180
1200,2134,1531,1357,180,180
1201,2134,2668,1804,180,180
1202,2134,1825,1490,180,180
1203,2135,2676,1178,180,180
1204,2135,2362,371,180,180
1205,2135,1531,1356,180,180
1206,2135,1536,1085,180,180
1207,2135,1831,1670,180,180
1208,2135,1927,361,180,180
1209,2135,3054,1330,180,180
1210,2135,2668,1804,180,180
1211,2135,1825,1490,180,180
1212,2136,1923,361,180,180
1213,2136,3149,1318,180,180
1214,2136,1532,1356,180,180
1215,2136,2362,370,180,180
1216,2136,1537,1085,180,180
1217,2136,1831,1670,180,180
1218,2136,3054,1330,180,180
1219,2136,2668,1804,180,180
1220,2136,2677,1178,180,180
1221,2137,1537,1085,180,180
1222,2137,1831,1670,180,180
1223,2137,3101,1311,180,180
1224,2137,2677,1178,180,180
1225,2137,1922,361,180,180
1226,2137,2362,370,180,180
1227,2137,2668,1804,180,180
1228,2137,1532,1356,180,180
1229,2137,3054,1330,180,180
1230,2138,1923,360,180,180
1231,2138,2676,1179,180,180
1232,2138,1537,1085,180,180
1233,2138,2362,370,180,180
1234,2138,3051,1331,180,180
1235,2138,1831,1670,180,180
1236,2138,1532,1356,180,180
1237,2138,2668,1804,180,180
1238,2138,1838,1503,180,180
1239,2139,2363,368,180,180
1240,2139,1537,1085,180,180
1241,2139,1837,1503,180,180
1242,2139,3054,1330,180,180
1243,2139,1532,1356,180,180
1244,2139,1830,1670,180,180
1245,2139,2668,1804,180,180
1246,2139,2676,1179,180,180
1247,2140,3051,1331,180,180
1248,2140,2357,358,180,180
1249,2140,1537,1085,180,180
1250,2140,1532,1356,180,180
1251,2140,1831,1670,180,180
1252,2140,2668,1804,180,180
1253,2140,1923,357,180,180
1254,2140,2676,1179,180,180
1255,2141,1537,1085,180,180
1256,2141,3051,1331,180,180
1257,2141,2364,343,180,180
1258,2141,2676,1179,180,180
1259,2141,1532,1356,180,180
1260,2141,1831,1670,180,180
1261,2141,2668,1804,180,180
1262,2142,3156,1327,180,180
1263,2142,1929,360,180,180
1264,2142,2381,320,180,180
1265,2142,2676,1182,180,180
1266,2142,1537,1085,180,180
1267,2142,1534,1356,180,180
1268,2142,1831,1670,180,180
1269,2142,2668,1804,180,180
1270,2142,3050,1331,180,180
1271,2143,1840,1504,180,180
1272,2143,2397,309,180,180
1273,2143,1931,356,180,180
1274,2143,1537,1085,180,180
1275,2143,2690,1189,180,180
1276,2143,1830,1670,180,180
1277,2143,1535,1356,180,180
1278,2143,2668,1804,180,180
1279,2143,3050,1331,180,180
1280,2144,1846,1498,180,180
1281,2144,1537,1085,180,180
1282,2144,1934,355,180,180
1283,2144,2704,1203,180,180
1284,2144,1830,1670,180,180
1285,2144,2668,1804,180,180
1286,2144,1534,1356,180,180
1287,2144,3050,1331,180,180
1288,2144,2416,289,180,180
1289,2145,2721,1205,180,180
1290,2145,2423,249,180,180
1291,2145,1934,353,180,180
1292,2145,1537,1085,180,180
1293,2145,1831,1670,180,180
1294,2145,1534,1356,180,180
1295,2145,3050,1331,180,180
1296,2146,2740,1210,180,180
1297,2146,1534,1356,180,180
1298,2146,2668,1804,180,180
1299,2146,1830,1670,180,180
1300,2146,3050,1331,180,180
1301,2146,1871,1498,180,180
1302,2146,2416,203,180,180
1303,2146,1537,1085,180,180
1304,2146,1934,349,180,180
1305,2147,1934,349,180,180
1306,2147,1537,1085,180,180
1307,2147,2776,1210,180,180
1308,2147,1830,1670,180,180
1309,2147,3051,1331,180,180
1310,2147,2668,1804,180,180
1311,2147,1535,1356,180,180
1312,2147,2389,176,180,180
1313,2147,1894,1496,180,180
1314,2148,3137,1361,180,180
1315,2148,2790,1213,180,180
1316,2148,1537,1085,180,180
1317,2148,1928,350,180,180
1318,2148,1830,1670,180,180
1319,2148,1923,1484,180,180
1320,2148,2374,170,180,180
1321,2148,2668,1804,180,180
1322,2148,1535,1355,180,180
1323,2148,3051,1335,180,180
1324,2149,2790,1216,180,180
1325,2149,1928,356,180,180
1326,2149,1537,1085,180,180
1327,2149,3051,1335,180,180
1328,2149,1830,1670,180,180
1329,2149,2368,169,180,180
1330,2149,1535,1355,180,180
1331,2149,2668,1804,180,180
1332,2149,1955,1489,180,180
1333,2150,3051,1335,180,180
1334,2150,2790,1216,180,180
1335,2150,1537,1085,180,180
1336,2150,1928,356,180,180
1337,2150,1830,1670,180,180
1338,2150,2668,1804,180,180
1339,2150,2382,168,180,180
1340,2150,1535,1355,180,180
1341,2150,1990,1485,180,180
1342,2151,3051,1331,180,180
1343,2151,1537,1086,180,180
1344,2151,1929,356,180,180
1345,2151,2410,175,180,180
1346,2151,1830,1670,180,180
1347,2151,1996,1485,180,180
1348,2151,2668,1804,180,180
1349,2151,1535,1355,180,180
1350,2151,2791,1216,180,180
1351,2152,2790,1216,180,180
1352,2152,3104,1438,180,180
1353,2152,1537,1089,180,180
1354,2152,1928,356,180,180
1355,2152,3051,1332,180,180
1356,2152,1830,1670,180,180
1357,2152,2442,182,180,180
1358,2152,2668,1804,180,180
1359,2152,1535,1355,180,180
1360,2152,1997,1485,180,180
1361,2153,1535,1355,180,180
1362,2153,2668,1804,180,180
1363,2153,1830,1670,180,180
1364,2153,2470,189,180,180
1365,2153,1997,1485,180,180
1366,2153,2791,1216,180,180
1367,2153,1537,1089,180,180
1368,2153,1928,353,180,180
1369,2153,3055,1331,180,180
1370,2154,3052,1331,180,180
1371,2154,1537,1089,180,180
1372,2154,2791,1216,180,180
1373,2154,2494,196,180,180
1374,2154,1996,1485,180,180
1375,2154,1830,1670,180,180
1376,2154,1535,1355,180,180
1377,2154,1929,356,180,180
1378,2155,3055,1330,180,180
1379,2155,1996,1485,180,180
1380,2155,1830,1670,180,180
1381,2155,2668,1804,180,180
1382,2155,2796,1229,180,180
1383,2155,1535,1355,180,180
1384,2155,2531,197,180,180
1385,2155,1537,1089,180,180
1386,2156,2815,1269,180,180
1387,2156,1537,1089,180,180
1388,2156,1935,362,180,180
1389,2156,1830,1670,180,180
1390,2156,3050,1331,180,180
1391,2156,2576,182,180,180
1392,2156,1535,1355,180,180
1393,2157,2829,1296,180,180
1394,2157,1537,1089,180,180
1395,2157,1936,364,180,180
1396,2157,1997,1485,180,180
1397,2157,1830,1670,180,180
1398,2157,2601,164,180,180
1399,2157,3050,1331,180,180
1400,2157,2668,1804,180,180
1401,2157,1534,1355,180,180
1402,2158,2603,162,180,180
1403,2158,1534,1355,180,180
1404,2158,3050,1331,180,180
1405,2158,2830,1297,180,180
1406,2158,1997,1485,180,180
1407,2158,1934,363,180,180
1408,2158,1537,1085,180,180
1409,2158,1830,1670,180,180
1410,2159,1934,367,180,180
1411,2159,2829,1298,180,180
1412,2159,1537,1085,180,180
1413,2159,2002,1485,180,180
1414,2159,1830,1670,180,180
1415,2159,3050,1331,180,180
1416,2159,2668,1804,180,180
1417,2159,1534,1355,180,180
1418,2159,2603,162,180,180
1419,2160,2668,1804,180,180
1420,2160,1537,1085,180,180
1421,2160,1830,1670,180,180
1422,2160,3050,1331,180,180
1423,2160,1534,1355,180,180
1424,2160,2015,1484,180,180
1425,2160,2603,163,180,180
1426,2160,2829,1317,180,180
1427,2161,2834,1355,180,180
1428,2161,1830,1670,180,180
1429,2161,3050,1331,180,180
1430,2161,2029,1491,180,180
1431,2161,2601,176,180,180
1432,2161,2668,1804,180,180
1433,2161,1535,1355,180,180
1434,2161,1537,1085,180,180
1435,2162,2668,1804,180,180
1436,2162,1537,1085,180,180
1437,2162,1535,1355,180,180
1438,2162,2611,196,180,180
1439,2162,3050,1331,180,180
1440,2162,1830,1670,180,180
1441,2162,2035,1496,180,180
1442,2162,2834,1365,180,180
1443,2163,1535,1355,180,180
1444,2163,2668,1804,180,180
1445,2163,1830,1670,180,180
1446,2163,2637,205,180,180
1447,2163,3050,1331,180,180
1448,2163,2036,1496,180,180
1449,2163,1537,1085,180,180
1450,2163,2834,1365,180,180
1451,2164,2668,1804,180,180
1452,2164,1537,1085,180,180
1453,2164,2036,1495,180,180
1454,2164,2834,1365,180,180
1455,2164,1830,1669,180,180
1456,2164,2662,222,180,180
1457,2164,3050,1331,180,180
1458,2164,1535,1355,180,180
1459,2165,1537,1085,180,180
1460,2165,2036,1495,180,180
1461,2165,2834,1368,180,180
1462,2165,1830,1669,180,180
1463,2165,2668,1804,180,180
1464,2165,2663,223,180,180
1465,2165,3050,1331,180,180
1466,2165,1535,1355,180,180
1467,2166,2655,236,180,180
1468,2166,3050,1331,180,180
1469,2166,2668,1804,180,180
1470,2166,1535,1355,180,180
1471,2166,2834,1369,180,180
1472,2166,2036,1495,180,180
1473,2166,1537,1085,180,180
1474,2166,1830,1669,180,180
1475,2167,1537,1085,180,180
1476,2167,2036,1496,180,180
1477,2167,2834,1369,180,180
1478,2167,1830,1669,180,180
1479,2167,2636,262,180,180
1480,2167,2668,1804,180,180
1481,2167,3050,1331,180,180
1482,2167,1535,1355,180,180
1483,2168,2036,1496,180,180
1484,2168,2834,1369,180,180
1485,2168,2623,295,180,180
1486,2168,1830,1669,180,180
1487,2168,2668,1804,180,180
1488,2168,3050,1331,180,180
1489,2168,1535,1355,180,180
1490,2168,1537,1085,180,180
1491,2169,2052,1487,180,180
1492,2169,2616,324,180,180
1493,2169,1537,1085,180,180
1494,2169,2834,1369,180,180
1495,2169,1830,1670,180,180
1496,2169,3050,1331,180,180
1497,2169,1535,1355,180,180
1498,2169,2668,1804,180,180
1499,2170,1830,1670,180,180
1500,2170,2834,1369,180,180
1501,2170,2668,1804,180,180
1502,2170,1535,1355,180,180
1503,2170,3050,1331,180,180
1504,2170,2602,344,180,180
1505,2170,2076,1491,180,180
1506,2170,1537,1085,180,180
1507,2171,2834,1369,180,180
1508,2171,1830,1669,180,180
1509,2171,2122,1489,180,180
1510,2171,2668,1804,180,180
1511,2171,2615,376,180,180
1512,2171,1535,1355,180,180
1513,2171,3050,1331,180,180
1514,2171,1537,1085,180,180
1515,2172,1537,1085,180,180
1516,2172,2165,1490,180,180
1517,2172,2616,402,180,180
1518,2172,1830,1670,180,180
1519,2172,2668,1804,180,180
1520,2172,1535,1355,180,180
1521,2172,3050,1331,180,180
1522,2172,2827,1404,180,180
1523,2173,1537,1085,180,180
1524,2173,2615,424,180,180
1525,2173,1830,1670,180,180
1526,2173,2669,1805,180,180
1527,2173,2815,1463,180,180
1528,2173,2215,1491,180,180
1529,2173,1535,1355,180,180
1530,2173,3050,1331,180,180
1531,2174,2600,449,180,180
1532,2174,2801,1511,180,180
1533,2174,3050,1331,180,180
1534,2174,1535,1355,180,180
1535,2174,1537,1085,180,180
1536,2174,2669,1805,180,180
1537,2174,1830,1669,180,180
1538,2174,2228,1489,180,180
1539,2175,2669,1804,180,180
1540,2175,2229,1488,180,180
1541,2175,3050,1331,180,180
1542,2175,2801,1543,180,180
1543,2175,1830,1669,180,180
1544,2175,2575,463,180,180
1545,2175,1537,1085,180,180
1546,2175,1535,1355,180,180
1547,2176,2548,497,180,180
1548,2176,2668,1802,180,180
1549,2176,2797,1549,180,180
1550,2176,1830,1669,180,180
1551,2176,1535,1355,180,180
1552,2176,3050,1331,180,180
1553,2176,2230,1489,180,180
1554,2176,1537,1085,180,180
1555,2177,1535,1355,180,180
1556,2177,1537,1085,180,180
1557,2177,2238,1489,180,180
1558,2177,2516,531,180,180
1559,2177,2796,1550,180,180
1560,2177,2671,1802,180,180
1561,2177,1830,1669,180,180
1562,2177,3050,1331,180,180
1563,2177,2609,1816,180,180
1564,2178,1537,1085,180,180
1565,2178,2801,1577,180,180
1566,2178,2489,570,180,180
1567,2178,2672,1797,180,180
1568,2178,1535,1355,180,180
1569,2178,1830,1669,180,180
1570,2178,2264,1478,180,180
1571,2178,3050,1331,180,180
1572,2179,2294,1465,180,180
1573,2179,1537,1085,180,180
1574,2179,1830,1670,180,180
1575,2179,1535,1355,180,180
1576,2179,2809,1602,180,180
1577,2179,3050,1331,180,180
1578,2179,2683,1803,180,180
1579,2179,2461,605,180,180
1580,2180,2334,1442,180,180
1581,2180,1830,1670,180,180
1582,2180,2814,1614,180,180
1583,2180,3050,1331,180,180
1584,2180,2435,637,180,180
1585,2180,1537,1088,180,180
1586,2180,2689,1804,180,180
1587,2180,1535,1355,180,180
1588,2181,2357,1438,180,180
1589,2181,1537,1085,180,180
1590,2181,3050,1331,180,180
1591,2181,2821,1610,180,180
1592,2181,2688,1803,180,180
1593,2181,1830,1670,180,180
1594,2181,2409,678,180,180
1595,2181,1535,1355,180,180
1596,2182,1535,1080,180,180
1597,2182,2684,1798,180,180
1598,2182,1535,1355,180,180
1599,2182,1830,1670,180,180
1600,2182,2364,1456,180,180
1601,2182,3050,1331,180,180
1602,2182,2836,1610,180,180
1603,2182,2409,684,180,180
1604,2183,2370,1484,180,180
1605,2183,1830,1670,180,180
1606,2183,1535,1355,180,180
1607,2183,2682,1789,180,180
1608,2183,3050,1331,180,180
1609,2183,2849,1608,180,180
1610,2183,2408,684,180,180
1611,2184,2850,1609,180,180
1612,2184,2383,1498,180,180
1613,2184,3050,1331,180,180
1614,2184,1535,1355,180,180
1615,2184,2827,1783,180,180
1616,2184,1830,1670,180,180
1617,2184,2408,684,180,180
1618,2184,1527,1070,180,180
1619,2184,2677,1776,180,180
1620,2185,2408,686,180,180
1621,2185,2402,1523,180,180
1622,2185,1535,1355,180,180
1623,2185,2856,1605,180,180
1624,2185,3050,1331,180,180
1625,2185,1523,1069,180,180
1626,2185,2676,1766,180,180
1627,2185,1830,1670,180,180
1628,2186,2422,1543,180,180
1629,2186,1523,1069,180,180
1630,2186,2397,699,180,180
1631,2186,2663,1755,180,180
1632,2186,1830,1669,180,180
1633,2186,2856,1605,180,180
1634,2186,1535,1355,180,180
1635,2186,3050,1331,180,180
1636,2187,2781,1780,180,180
1637,2187,1535,1355,180,180
1638,2187,2395,703,180,180
1639,2187,1830,1670,180,180
1640,2187,2855,1608,180,180
1641,2187,3050,1331,180,180
1642,2187,2655,1743,180,180
1643,2187,2444,1562,180,180
1644,2187,1523,1069,180,180
1645,2187,1927,383,180,180
1646,2188,1536,1355,180,180
1647,2188,2644,1730,180,180
1648,2188,1830,1670,180,180
1649,2188,2856,1605,180,180
1650,2188,3050,1331,180,180
1651,2188,2396,712,180,180
1652,2188,1523,1069,180,180
1653,2188,1923,379,180,180
1654,2188,2782,1789,180,180
1655,2188,2488,1575,180,180
1656,2189,1523,1069,180,180
1657,2189,2400,736,180,180
1658,2189,1923,378,180,180
